up,down,timedelta
16,86,351
32,84,877
16,88,1679
55,16,1564
32,32,3619
16,55,4335
48,16,4028
70,32,2631
68,48,837
82,16,473
67,70,610
74,68,911
16,82,953
86,67,552
16,74,512
57,86,359
32,16,756
16,57,643
70,16,347
82,32,413
67,70,369
16,82,650
87,67,437
70,16,708
80,87,481
8,16,534
70,70,629
32,80,1112
75,8,1084
70,70,815
71,32,408
69,75,447
78,70,551
67,71,828
83,69,915
68,78,923
16,67,504
32,83,501
16,68,497
55,16,360
81,32,1001
66,55,1127
79,16,1071
70,81,1001
186,66,818
8,79,879
73,70,580
69,186,699
8,8,598
70,73,655
75,69,596
67,8,610
74,70,423
89,75,419
89,67,460
84,74,352
74,89,352
16,89,495
68,84,387
13,74,1667
90,68,4245
66,16,4161
65,13,3041
70,90,456
72,66,352
85,65,408
74,70,320
66,72,442
16,85,536
188,74,406
13,66,1842
16,188,2225
55,16,2109
16,13,1234
48,55,479
54,16,1840
55,48,1756
57,16,803
49,54,1080
16,55,874
57,57,698
32,49,632
16,57,899
72,16,726
67,32,942
67,72,729
67,67,542
32,67,391
70,67,2736
78,16,2792
72,32,2807
74,70,445
71,78,407
67,72,473
32,74,474
72,71,834
84,67,728
78,32,688
67,72,298
70,84,307
86,78,348
32,67,882
81,70,1163
83,86,1198
89,32,703
89,81,369
84,83,369
186,89,408
69,89,421
75,84,300
67,186,255
70,69,309
16,75,976
80,67,877
32,70,1430
16,80,1601
55,16,1371
70,32,1864
76,55,990
74,16,624
85,70,488
32,76,767
54,74,2322
55,85,2419
57,32,2545
49,54,1342
32,55,1344
72,57,1736
85,49,1305
66,32,1167
32,72,404
219,85,430
66,66,971
82,32,944
67,219,899
81,66,467
66,82,634
71,67,593
86,81,886
66,66,981
75,71,1099
16,86,664
74,66,370
32,75,575
89,74,1076
74,16,1061
66,32,1024
71,89,523
86,74,501
84,66,542
88,71,666
32,86,755
16,84,716
54,88,441
78,32,572
67,54,435
66,16,558
75,78,443
74,67,616
188,66,816
76,75,1068
89,74,1087
70,188,817
85,76,524
32,89,1111
81,70,1025
66,85,1104
82,32,350
67,81,828
78,66,892
84,82,1102
68,67,696
74,78,834
67,84,647
16,68,847
32,74,1955
189,67,2076
8,16,1671
32,32,784
8,189,870
8,8,949
32,32,810
187,8,708
32,8,873
16,32,801
48,187,589
72,32,731
67,48,686
67,72,710
67,67,560
32,67,514
16,67,875
54,16,797
16,32,1651
72,54,1209
67,16,1183
65,72,709
16,67,2767
67,65,3688
72,16,2938
32,67,2347
16,72,2267
54,16,1565
70,32,1542
68,54,1350
82,16,420
67,70,464
74,68,365
16,82,402
86,67,215
32,74,583
16,86,888
54,16,823
53,32,1992
53,54,1565
57,16,1841
49,53,1682
32,53,1773
90,57,1417
75,49,751
70,32,847
72,90,617
68,75,447
84,70,894
65,72,1549
32,68,1636
56,84,1109
50,65,613
16,32,929
57,56,756
32,50,943
68,57,703
84,16,635
90,32,897
76,68,605
89,84,772
66,90,707
8,76,819
89,89,1585
16,66,1598
82,8,1432
32,89,1221
88,82,1028
66,16,852
68,32,852
74,88,890
89,66,615
66,68,466
78,74,406
89,89,454
70,66,371
78,78,333
67,89,266
89,70,232
74,78,412
82,67,521
16,89,428
32,74,529
8,82,1255
32,16,1652
81,32,1674
66,8,1116
72,32,647
16,81,600
190,66,352
13,72,3089
16,190,3442
55,16,2948
66,13,1851
66,55,1210
76,16,1235
84,66,420
71,66,446
8,76,563
86,84,765
74,71,782
75,8,683
8,86,777
74,74,2035
82,75,1996
66,8,1787
87,74,577
89,82,774
222,66,995
32,87,1644
81,89,1379
74,222,1126
89,32,374
76,81,346
74,74,370
188,89,406
74,76,517
68,74,414
67,188,388
32,74,426
189,68,434
32,67,383
66,32,638
66,189,869
76,32,870
84,66,909
71,66,1514
66,76,1605
82,84,1319
66,71,622
68,66,593
16,82,383
32,66,530
80,68,519
66,16,518
32,32,527
75,80,490
70,66,473
66,32,510
72,75,416
84,70,400
78,66,218
70,72,324
86,84,466
16,78,407
16,70,1419
13,86,1138
16,16,1502
88,13,2063
66,16,2089
68,16,1117
74,88,489
89,66,534
8,68,865
72,74,1060
66,89,962
78,8,431
89,72,339
70,66,420
78,78,407
67,89,317
89,70,253
74,78,376
82,67,443
16,89,344
32,74,699
81,82,826
66,16,1410
72,32,960
16,81,1304
190,66,744
32,72,1544
68,190,1590
84,16,1629
90,32,1510
76,68,763
66,84,1625
16,90,2741
82,76,2550
91,66,1610
8,82,481
16,16,966
82,91,756
