up,down,timedelta
191,82,457
70,32,436
82,191,496
66,16,733
89,70,751
74,82,785
72,66,601
84,89,689
68,74,616
32,72,658
16,84,433
191,68,279
77,32,2065
8,191,2201
66,16,2561
75,77,817
84,8,1280
219,66,944
89,75,1619
84,84,1352
65,219,1343
8,89,841
83,84,721
32,65,793
16,8,647
191,83,320
70,32,451
82,191,464
73,16,576
70,70,784
86,82,768
74,73,969
72,70,728
32,86,865
84,74,550
186,72,504
82,32,560
70,84,856
78,186,906
32,82,1799
66,70,1561
75,78,1463
8,32,608
8,66,640
66,75,913
89,8,560
66,8,657
76,66,464
74,89,487
39,66,2919
39,76,3233
66,74,4481
8,39,1865
37,39,2121
37,39,2600
219,39,4799
68,39,5230
32,39,5806
70,39,5998
82,39,6141
78,39,6365
66,39,6596
71,39,6764
70,39,6915
89,39,7016
32,39,7191
74,39,7237
85,39,7428
74,39,7106
89,66,6784
78,8,7169
72,37,6913
70,37,6915
71,37,7049
67,37,7449
32,37,7607
74,37,7668
85,37,7837
74,37,7996
89,37,8170
88,37,8457
84,37,8721
89,37,8840
74,37,9086
82,37,9271
32,37,9591
68,37,9811
70,37,9512
78,219,8374
67,68,8193
74,32,7817
67,70,7856
32,82,7856
16,78,8006
68,66,7807
32,71,7991
191,70,9872
191,89,9866
191,32,9770
32,74,12896
84,85,13120
66,74,13127
89,89,13032
70,78,12802
68,72,12496
80,70,12440
70,71,12945
89,67,12632
32,32,13018
74,74,13096
75,85,13048
66,74,13519
88,89,14240
69,88,14218
75,84,14073
74,89,14162
71,74,14032
32,82,14055
66,32,13864
32,68,13848
84,70,13804
78,78,13753
70,67,13753
72,74,13648
70,67,13672
71,32,13826
71,68,13578
70,16,13601
32,32,19513
86,191,17641
74,191,17688
89,191,17793
89,32,14593
39,84,15910
39,66,16185
77,89,17512
75,70,17425
39,68,18680
39,80,18448
37,70,18177
37,89,18793
37,32,18295
37,74,18233
37,75,18353
37,66,17881
74,88,18822
85,69,18752
84,75,18728
72,74,18734
84,71,18736
71,32,18632
32,66,18776
86,32,18800
74,84,19206
73,78,19166
74,70,19526
188,72,19450
84,70,19527
89,71,19279
32,71,19392
68,70,19352
32,32,13354
66,86,13361
82,74,13344
81,89,13384
74,89,13409
78,39,12440
67,39,12203
70,39,12377
89,39,12489
32,39,12680
81,39,12839
74,39,13078
68,39,13181
74,39,13333
67,39,12993
66,77,12431
89,75,12408
70,39,11312
189,39,11568
74,37,11905
89,37,12593
89,37,12720
83,37,12884
75,37,13757
74,37,14002
71,37,13703
32,37,13920
66,37,14360
66,37,14249
87,37,14313
66,37,14536
75,74,12942
75,85,12912
66,84,13585
78,72,13575
67,84,14456
66,71,14544
76,32,14353
32,86,14600
86,74,14297
74,73,14290
76,74,13864
74,188,14312
78,84,14304
84,89,14745
86,32,15208
32,68,15368
77,32,15436
67,66,15600
74,82,15640
75,81,15608
90,74,15752
75,78,15497
68,67,15518
74,70,15431
78,89,15457
74,32,15409
85,81,15449
66,74,15495
72,68,15537
71,74,15592
32,67,16729
219,66,16689
8,89,16735
8,70,16688
219,189,16530
80,74,16082
66,89,15703
89,89,15728
32,83,15746
80,75,14985
66,74,14952
32,71,14889
74,32,14656
89,66,14345
76,66,14447
16,87,14465
74,66,14153
32,75,14353
191,75,14457
81,66,13791
66,78,13991
188,67,13216
74,66,13272
76,76,13264
70,32,13144
89,86,13047
67,74,13280
32,76,13296
219,74,12969
83,78,12992
89,84,13361
89,86,12800
84,32,12575
68,77,12479
78,67,12552
67,74,12457
72,75,12399
70,90,12273
82,75,12682
84,68,12770
75,74,12759
32,78,12908
86,74,13512
84,85,13655
66,66,13536
89,72,13464
84,71,13382
75,32,12792
8,219,14152
8,8,14122
8,8,14144
84,219,15088
75,80,15078
74,66,14968
68,89,14985
74,32,14864
78,80,14887
74,66,15072
85,32,15311
80,74,15536
66,89,15792
32,76,15888
90,74,15848
67,16,15936
84,32,15823
66,191,15809
73,81,15624
68,66,15625
70,188,15895
86,74,15719
66,76,15856
89,70,15776
70,89,16049
80,67,15785
32,32,15855
16,219,15790
191,83,15715
74,89,15064
66,89,15433
72,84,15344
89,68,15615
16,78,15920
222,67,15826
8,72,16905
16,70,16928
186,82,16568
32,84,17188
83,75,17213
72,32,17889
78,86,17568
67,84,17504
84,66,17568
67,89,17615
32,84,18257
66,75,17640
75,8,16214
66,8,16450
186,8,16352
32,84,15465
84,75,15416
76,74,15376
74,68,15410
72,74,15416
74,78,15465
85,74,15280
32,85,16153
86,80,15984
74,66,15873
78,32,15577
222,90,15767
32,67,15889
16,84,15809
68,66,15645
32,73,16337
191,68,16642
81,70,17849
84,86,17992
66,66,17873
87,89,17913
89,70,18017
70,80,18025
72,32,17866
65,191,18210
16,16,18184
92,74,23344
83,66,23041
8,72,22989
37,89,23265
37,222,22753
37,16,22802
32,8,22672
67,186,22655
32,16,22657
66,32,22265
87,83,22312
66,72,21562
89,78,21233
70,67,21417
72,84,21247
85,67,21409
8,32,21414
89,66,22656
32,75,23042
78,66,22864
74,186,22953
32,32,23930
69,84,23977
82,76,24431
84,74,24543
75,72,24546
70,74,24526
76,85,24615
74,32,24246
71,86,24345
84,74,24296
89,78,24288
32,222,24160
86,32,24016
74,68,23946
89,16,23817
89,32,23513
84,191,23067
186,81,21497
74,84,21608
75,66,21488
74,87,21544
8,89,21384
75,70,21771
71,72,21906
67,65,21873
70,16,21940
72,92,16865
32,83,17709
16,8,17888
191,37,17168
84,37,17904
68,37,17970
69,32,17321
16,67,17288
82,32,16870
32,66,17351
84,87,17368
82,66,17271
76,89,17472
74,70,17384
72,72,17472
74,85,17282
85,8,16753
32,89,15640
68,32,15312
32,78,15366
69,74,15400
76,32,14207
74,69,14272
85,82,13808
32,84,14096
98,75,14335
105,70,15048
103,76,15335
97,74,14704
32,71,15145
68,84,15144
32,89,15166
66,32,15065
66,86,15071
72,74,15018
70,89,15287
87,89,15375
81,84,15800
84,186,15951
68,74,15666
16,75,16129
73,74,16049
8,8,16082
73,75,16000
32,71,17921
68,67,17705
32,70,17625
90,72,17661
67,32,17543
75,191,17672
66,16,17858
68,84,17319
90,68,17576
74,69,17424
71,82,17081
32,16,17168
78,32,16985
89,84,17090
8,82,17897
8,76,17673
78,74,17654
85,72,17872
8,74,18345
78,85,18553
84,32,18903
67,68,18966
188,32,19024
70,69,19144
32,76,19137
74,74,19088
78,85,19121
88,32,18801
32,98,18761
16,105,17942
191,103,17624
8,97,17640
32,32,18943
78,68,18886
190,32,18944
70,66,19358
78,66,19328
66,72,19624
88,70,19425
8,87,19248
8,81,18856
66,84,19752
90,68,19719
67,73,19375
32,16,21169
66,8,21239
82,73,20929
66,32,18920
72,68,18864
8,32,19839
8,90,19791
8,67,20063
8,75,19815
8,66,19680
32,68,20289
66,90,20431
82,74,20368
66,71,20866
82,32,20624
74,78,20816
78,89,20690
67,8,20278
66,8,20399
8,78,20201
86,85,20832
32,8,20353
84,78,20128
83,84,19528
72,67,19624
74,188,19431
78,70,19369
74,32,19282
82,74,19233
84,78,19352
16,88,19353
89,32,18913
32,191,18983
191,16,19057
70,8,19039
78,32,17185
89,78,17464
84,190,17344
67,70,17009
188,78,17312
70,66,17128
32,88,17210
90,8,17328
66,8,17401
89,66,16321
84,90,16320
75,67,16080
68,32,14577
90,66,14722
74,82,14785
71,66,14689
32,72,14962
81,8,14422
8,8,14393
8,8,13320
81,8,13449
81,8,13512
66,32,13176
67,66,12960
72,82,13081
84,66,12610
68,82,12649
32,74,12442
74,78,12426
82,67,12088
77,66,12153
75,8,12153
74,86,11440
82,32,11304
67,84,11432
84,83,11481
89,72,11416
32,74,11394
78,78,11335
84,74,11369
69,82,11585
68,84,11544
78,89,11521
67,16,11672
84,32,11664
79,191,11602
69,70,11871
67,78,12532
16,89,12149
13,84,21058
8,67,21081
220,188,21215
32,70,21713
191,32,21458
70,90,21592
89,66,21529
74,89,21591
81,84,21628
69,75,21888
78,68,21822
32,90,22121
74,74,22087
68,71,22097
78,32,22049
67,81,22841
84,8,22952
88,8,22985
66,81,22985
75,81,22919
74,66,22687
82,67,22439
32,72,22615
84,84,22607
8,68,22495
81,32,22704
74,74,22839
73,82,22928
77,77,23072
75,75,23022
74,74,23089
188,82,23119
32,67,23207
90,84,23728
67,89,23735
78,32,24512
66,78,24714
186,84,24626
72,69,24665
84,68,24624
76,78,24513
74,67,24631
67,84,24513
32,79,24695
81,69,24488
74,67,23840
72,16,23921
74,13,15406
78,8,15354
74,220,15079
82,32,14376
32,191,14409
219,70,14360
70,89,14842
75,74,14714
67,81,15047
70,69,14927
86,78,14664
32,32,14440
219,74,14545
83,68,15008
89,78,14833
72,67,13896
66,84,14233
65,88,14264
222,66,14281
32,75,14569
68,74,14464
32,82,14681
16,32,14318
191,84,14287
8,8,14425
8,81,14190
32,74,14248
16,73,14215
190,77,13760
8,75,14001
32,74,16536
66,188,16530
89,32,16288
83,90,15976
8,67,15976
77,78,15632
75,66,15416
74,186,15644
71,72,15504
32,84,15937
81,76,15929
74,74,15823
82,67,16552
77,32,17151
72,81,17245
74,74,17761
85,72,17849
32,74,17912
78,78,17953
82,74,17888
70,82,17976
72,32,17817
78,219,18424
67,70,18160
82,75,18486
222,67,18241
32,70,18848
189,86,18840
32,32,18762
70,219,19536
78,83,19098
89,89,19241
84,72,18992
67,66,18617
188,65,18758
70,222,18640
32,32,18561
78,68,18634
89,32,18672
84,191,18617
89,16,18663
74,8,19089
71,8,19129
86,32,19137
74,190,19265
82,16,19265
32,8,19336
81,32,17687
66,66,17736
73,89,18848
81,83,18712
84,8,19032
89,77,18423
186,75,18593
70,74,18440
68,71,18959
16,32,18239
32,81,19428
191,74,19496
90,82,20281
75,77,19496
74,72,19407
85,74,18881
74,85,18912
82,32,18455
75,78,18585
70,82,19016
32,70,19792
16,72,21315
53,78,20601
96,67,22360
103,82,22031
32,222,22624
74,32,21985
75,189,21974
8,32,21856
72,70,21344
74,78,21371
82,89,21256
74,84,21200
32,67,21506
74,188,21191
89,70,21240
88,32,21032
83,78,21280
188,89,21233
74,84,21544
32,89,22073
81,74,22024
66,71,22167
79,86,21792
70,74,22055
186,82,22049
72,32,22232
84,81,21616
76,66,21591
74,73,20663
67,81,20464
32,84,20343
16,89,20376
191,186,20151
8,70,22256
82,68,25800
74,16,25728
78,32,25538
66,191,25635
71,90,24199
70,75,24641
89,74,24560
32,85,24641
81,74,24672
83,82,24882
89,75,24728
77,70,24400
75,32,23391
74,53,21960
85,16,22195
8,16,23410
75,16,23969
74,16,24216
82,16,24335
77,16,24638
75,16,24669
70,16,24893
32,16,25139
189,16,25329
32,16,25974
78,16,27504
89,16,28183
84,16,28797
67,16,28919
188,16,29503
16,16,30238
70,16,30226
