timedelta,down,up
-6792,74,89
-5504,85,32
-7225,32,86
-7406,56,74
-7430,49,80
-7223,57,70
-7312,49,82
-7664,32,66
-8712,90,72
-8816,72,71
-7408,70,32
-7281,68,70
-7175,89,76
-7376,90,74
-9168,32,85
-7617,51,32
-7185,50,56
-7495,32,49
-8560,83,57
-8520,89,49
-8385,84,32
-7281,89,90
-7376,84,72
-7439,86,70
-7550,78,68
-7384,74,89
-7176,32,90
-5360,66,32
-5304,75,51
-5496,83,50
-5334,188,32
-4569,32,83
-5072,50,89
-4403,16,84
-4243,16,89
-4424,16,84
-4912,78,86
-4871,68,78
-5072,84,74
-5336,87,32
-5535,70,66
-5502,86,75
-5616,72,83
-5384,70,188
-5336,65,32
-8144,32,16
-8344,81,50
-7169,83,78
-7176,89,68
-6936,89,84
-6745,84,87
-6688,74,70
-6615,68,86
-8705,189,72
-8528,189,70
-7927,189,65
-4879,76,32
-4976,90,81
-4904,72,83
-4913,69,89
-5015,70,89
-5136,80,84
-5216,50,74
-5025,16,68
-2400,16,189
-2418,16,189
-2435,16,189
-2463,16,76
-2592,32,90
-2560,66,72
-3120,32,69
-5631,50,70
-5647,16,80
-5551,88,50
-5784,70,16
-4952,72,32
-5095,68,66
-5928,32,32
-3394,81,16
-3607,83,50
-3257,89,88
-3143,89,70
-3240,84,72
-3192,74,68
-1792,68,32
-1855,189,81
-3360,76,83
-3478,90,89
-3496,72,89
-3607,69,84
-3528,70,74
-3616,80,68
-3649,50,189
-1926,16,76
-1615,16,90
-1426,16,72
-1147,16,69
-884,16,70
-651,16,80
-871,16,16
-1864,32,50
-289,90,32
-232,66,90
-256,89,66
-240,70,89
-242,68,70
-601,80,68
-235,16,16
-123,16,80
2932,16,13
4002,16,191
5170,16,70
5383,16,89
5625,16,74
5791,16,67
6261,16,86
6413,16,66
6706,16,219
6945,16,70
7154,16,16
7209,16,89
10465,16,32
10886,16,191
11013,16,16
11013,16,86
11524,16,32
11698,16,191
11897,16,16
11905,16,67
12630,16,32
13806,16,70
14085,16,85
14516,16,69
14858,16,72
15098,16,82
15544,16,74
15817,16,32
15967,16,74
16085,16,85
16221,16,74
16364,16,89
16492,16,89
16627,16,84
16960,16,74
17177,16,68
18288,16,32
18509,16,74
18644,16,85
18788,16,74
18480,16,82
17551,13,67
16809,191,68
15837,70,70
15928,89,75
15936,74,67
15928,67,74
15599,86,72
16048,66,16
15736,219,90
17079,70,32
17344,89,70
17088,16,72
14431,32,70
14216,191,67
14160,86,67
16631,16,66
16672,32,86
16752,191,74
16656,67,82
17911,16,32
17712,32,66
17223,70,32
24560,85,74
24281,69,85
24079,72,74
24105,82,82
24128,74,67
26497,32,89
26776,74,90
26903,85,75
27464,74,82
27640,89,16
27489,89,67
28831,84,32
28679,74,191
28617,68,86
27488,32,16
28041,74,32
28135,85,191
28151,74,16
28064,82,222
28552,67,32
29088,68,70
29208,70,78
29143,75,84
29097,67,68
29200,74,74
29241,72,67
28904,90,89
29064,16,84
29345,16,74
29543,16,68
29694,16,68
29958,16,84
30070,16,16
30181,16,72
34351,16,32
33616,32,90
33439,70,75
33456,72,84
33575,70,78
33600,67,70
33712,67,76
31257,66,84
31424,86,67
31537,74,76
31568,82,84
30273,32,72
30242,66,71
31634,32,32
26495,74,90
26494,85,8
27320,74,88
27225,82,75
26967,67,84
24823,89,78
24576,90,66
24498,75,78
24017,82,67
23959,67,84
24175,16,86
24413,16,70
24678,16,80
28195,16,32
28377,16,70
28632,16,72
29071,16,84
29383,16,77
29709,16,72
29894,16,70
30036,16,82
31934,16,32
31745,32,189
31673,191,189
31601,86,189
31801,16,32
32545,32,83
32511,191,72
32385,222,84
32137,16,86
31831,32,66
31128,70,72
31016,78,71
30991,84,32
30911,68,84
30920,74,66
30935,67,82
31071,89,72
31168,84,90
31383,74,32
31352,68,84
31783,68,83
31793,84,86
31791,72,70
32018,16,16
31992,16,67
32966,16,32
33438,16,191
34460,16,84
34900,16,76
34776,16,84
31009,32,72
31024,90,67
32144,75,32
32136,84,81
32121,78,74
32054,70,89
31945,76,89
31737,84,84
31616,67,74
31432,76,68
32584,84,32
32384,72,68
32457,71,32
30463,32,67
28273,90,84
28454,8,68
29760,88,32
30040,75,81
30295,84,83
30241,78,89
30169,66,89
30184,78,84
30161,67,68
30321,84,78
30368,86,67
30416,70,84
30778,80,79
27672,32,69
27697,70,67
27776,72,32
27544,84,75
27527,77,70
27497,72,78
27735,70,84
27975,82,72
26296,32,188
26326,189,74
26408,189,66
26401,189,72
25840,32,71
26496,83,32
27855,72,82
28008,84,66
28103,86,76
28423,66,84
28641,72,86
29049,71,189
28993,32,8
29442,84,32
29384,66,78
29392,82,89
29087,72,84
29207,90,76
28967,32,69
29159,84,78
28761,83,67
29209,86,32
31320,70,81
31592,67,83
31705,16,89
31392,32,89
31145,191,70
30209,84,68
30231,76,74
30511,84,80
30911,72,66
30951,67,75
29783,32,66
29936,81,188
30121,74,74
30144,89,86
31560,89,32
33074,84,69
32983,74,68
33224,68,78
32159,32,67
32648,68,77
32615,32,75
33088,67,84
33446,84,78
33417,68,90
31696,32,74
31360,81,78
31135,83,67
30935,89,188
31103,89,74
33272,84,32
33184,68,69
33263,78,86
33344,67,84
33232,84,89
33160,79,73
32975,69,84
33033,67,89
33095,32,68
35281,75,32
35312,70,74
35161,78,78
34897,84,67
34657,72,66
34128,188,88
35064,74,32
35840,66,69
36032,72,86
36064,71,74
34528,32,78
33345,82,222
33776,66,32
35897,76,90
35649,84,72
35642,86,70
35401,189,76
35585,8,74
35127,32,85
35377,78,70
35529,89,75
35448,84,16
35144,76,188
36609,69,32
37224,78,191
38352,67,70
37800,32,89
35824,81,70
35546,83,78
35191,89,66
35200,89,71
35224,70,70
35224,68,82
35343,74,32
34871,80,66
34425,66,86
34320,75,70
34280,66,89
34160,188,74
33871,74,85
33816,86,74
32497,32,71
31050,69,32
31017,68,67
31328,78,32
32096,67,74
31521,77,68
31752,75,78
31304,84,67
31137,78,76
30936,90,74
30745,74,219
30864,78,67
31016,67,32
30903,188,66
30849,74,75
28745,32,84
28728,69,86
28481,86,66
29583,84,32
31041,89,70
30945,73,76
30888,84,90
30847,89,72
30938,68,80
28775,32,70
28665,74,72
32786,78,17
32557,67,16
32350,66,17
32153,88,17
30745,32,17
29769,69,17
29514,86,17
29336,74,17
29296,78,17
31400,222,16
30691,32,17
28321,90,17
28097,72,17
28201,70,8
28025,76,8
27903,74,8
30328,85,74
30073,70,68
30080,75,78
30127,188,67
30605,16,76
31188,16,74
31467,16,219
32043,16,67
32210,16,32
32369,16,66
32584,16,75
32839,16,84
33007,16,86
33149,16,66
33773,16,32
34808,16,70
34112,32,76
33735,191,90
32745,70,72
32968,89,80
32775,70,70
32656,78,72
33161,66,16
33034,71,17
32756,70,17
32602,82,17
32131,32,17
32048,66,17
32176,86,32
32298,70,16
32560,89,73
32594,74,73
32708,85,17
32560,74,17
33032,71,32
32919,32,16
32824,67,191
32968,32,74
32161,74,85
32184,68,84
32176,78,73
32712,67,80
32695,76,66
32688,74,89
33824,219,32
33770,67,74
33480,32,85
33495,66,74
33504,75,86
33648,84,70
33616,86,67
34504,66,32
34232,32,70
32873,70,88
32799,76,70
32816,90,72
32952,72,68
32848,80,189
32920,70,76
33102,72,90
29146,17,72
29549,17,69
29751,17,70
30047,17,80
30973,17,32
31104,16,83
31263,17,89
29263,17,74
29208,17,85
29361,16,74
29311,8,16
29249,8,71
30381,8,13
32037,8,191
32379,8,16
32427,8,50
34041,8,66
34175,8,86
34648,8,70
35007,8,88
35438,8,70
35683,8,72
35867,8,68
36851,8,189
37537,8,76
38313,8,90
38583,8,72
40527,8,68
41400,8,70
41553,8,89
41868,8,16
41433,8,50
40770,74,32
41832,68,77
41872,78,67
41759,67,66
41557,76,75
42734,74,68
42456,219,70
42192,67,83
42368,32,80
42551,66,70
42680,75,89
43543,84,32
44599,86,69
44641,66,82
44313,32,78
42999,70,69
43112,76,73
42928,90,32
42719,72,16
42352,80,68
44769,70,13
46351,72,191
46467,17,90
46621,17,86
46821,17,84
46936,17,72
47136,16,68
47048,32,32
46543,73,84
46616,73,74
46393,16,89
46535,17,89
46050,32,84
46176,191,74
46153,16,68
47393,74,32
47489,85,68
47471,84,32
47256,73,66
47336,80,32
47647,66,82
48128,89,67
47016,32,81
47225,74,74
47296,85,68
47912,74,32
47857,86,66
47584,70,66
48001,67,87
49057,32,70
49482,70,80
49679,88,66
49623,70,75
49575,72,66
49871,68,188
49903,189,74
49736,76,86
49609,90,32
49592,72,66
49304,69,72
49263,70,71
50056,80,32
51472,32,70
51530,83,88
51665,89,70
51785,74,72
51872,85,68
53153,74,32
52984,71,74
53097,16,85
53272,16,84
53576,16,73
54367,16,76
54590,16,70
54884,16,75
54816,16,86
55639,13,32
54256,191,66
53984,50,78
53672,16,67
52792,66,74
52792,86,89
52642,70,186
52520,88,75
52280,70,74
52369,72,76
54152,68,32
53936,189,190
54801,76,66
54144,90,89
54023,72,84
52216,68,89
51616,70,75
51632,89,74
51361,50,71
51185,16,67
50960,32,66
50024,77,32
49872,67,82
51128,66,32
51088,75,66
49456,70,66
49649,68,89
49434,83,84
49295,80,88
49265,70,70
49023,89,89
48255,32,80
47288,69,70
47314,82,89
47231,78,32
47169,69,66
46896,73,72
46663,32,71
47751,68,32
47945,16,70
48208,16,76
48438,16,74
48573,16,85
49445,16,32
50083,16,52
50466,16,57
50594,16,56
51248,16,49
51600,16,32
51776,16,67
52198,16,32
58860,16,46
58440,16,46
61207,13,66
59665,191,66
59041,90,86
59336,86,84
59441,84,76
59600,72,70
59600,68,82
59480,32,70
60320,84,32
60504,74,81
60649,89,74
60712,89,82
60801,84,67
60655,74,89
60920,68,66
59266,32,87
59616,68,66
59713,32,76
59864,66,84
59265,32,86
60304,82,189
60040,67,74
59872,81,89
59673,74,89
59617,68,84
59128,32,74
59224,66,68
60545,66,32
60160,87,81
58208,70,74
56777,80,82
56631,66,67
56823,75,72
56664,66,74
56248,188,78
56521,74,8
58041,86,70
57770,32,68
57825,66,8
58200,72,74
58160,71,72
57096,32,84
54815,70,71
54856,88,86
54784,70,16
54344,72,66
56233,68,32
55007,32,66
55776,74,32
56935,85,68
57103,84,74
56944,73,78
56376,76,84
56465,70,78
56431,75,66
56232,86,67
55094,32,72
55112,66,84
55151,78,68
55422,67,66
55400,74,89
55567,89,69
55943,186,32
57854,75,68
58040,74,74
57783,76,78
56039,32,84
55656,190,78
54415,66,77
54416,89,75
54616,84,69
54607,89,82
54801,75,70
55672,74,65
57337,71,32
57256,67,219
57624,66,66
57521,32,82
57592,82,67
56313,32,89
56352,66,66
56401,66,87
56615,89,66
56767,84,76
56704,88,84
56743,70,86
58792,89,32
58617,80,8
58919,70,16
58824,89,191
58679,32,191
60174,66,68
60328,72,74
60336,71,78
59424,32,69
59591,70,78
59937,76,66
59903,74,78
60127,85,67
59296,32,89
58993,52,66
59016,57,76
59201,56,84
58910,49,86
60337,32,32
60440,67,68
60256,32,74
54031,46,67
54216,46,72
49984,66,69
50041,66,82
51472,86,32
51159,84,74
50967,76,85
50704,70,74
50977,82,189
50816,70,189
50408,32,53
50640,81,32
50528,74,66
50551,82,32
50511,67,74
50367,89,85
50032,66,74
50224,87,189
50009,66,52
51145,76,32
51024,84,86
50927,86,70
49559,189,78
49376,74,89
49463,89,84
49656,89,76
49774,84,69
49744,74,78
49665,68,67
48913,32,32
50376,81,77
50304,74,67
50679,82,74
50551,67,75
50528,72,70
50543,74,68
50847,78,66
50338,8,70
48863,68,68
49201,70,67
49135,8,66
48808,74,72
48817,72,71
48905,84,32
48855,71,70
48806,86,88
48751,66,70
49000,16,72
49233,16,68
49592,16,189
51349,16,76
51630,16,90
51818,16,72
51995,16,69
52266,16,70
52609,16,80
53968,16,32
54191,16,84
54376,16,66
54509,16,89
54653,16,70
54320,16,68
53520,32,16
53464,66,80
53513,32,32
52839,68,191
55160,74,66
55167,78,66
55032,84,72
55168,78,84
55071,66,71
55119,67,86
54888,72,66
56522,84,32
56488,68,81
56279,66,74
56264,89,82
56232,69,67
55801,32,81
53978,68,66
53936,74,67
53928,78,67
53858,84,74
53721,78,16
53464,77,72
53995,75,32
54656,69,68
55264,82,32
58376,70,68
57519,65,74
55832,32,82
55896,219,66
55544,66,89
55576,82,68
55552,67,74
55496,89,89
55507,66,66
55503,87,88
55831,66,32
58058,76,39
59640,84,189
60392,86,37
59087,32,8
59872,8,8
59592,191,8
59647,191,8
60504,16,37
59960,68,189
59689,74,189
59569,78,189
59121,69,189
58825,78,189
59600,66,46
59448,78,46
59544,67,46
60175,89,39
60473,66,37
64879,76,219
65384,84,66
65497,86,82
64102,32,67
64215,68,89
64175,74,66
64208,67,87
64951,72,66
65145,69,76
65265,82,84
63856,32,86
64057,74,189
63927,85,189
63825,74,189
63879,189,74
63960,189,89
63440,53,89
62855,32,84
62976,66,74
62952,32,68
63608,74,76
63776,85,90
63880,74,72
63743,189,69
63719,52,70
62560,32,80
68649,86,32
68631,70,90
68545,78,66
68504,89,89
68504,84,70
68336,76,68
68296,69,74
68168,78,89
68096,67,84
67615,32,86
66137,77,66
66208,67,70
65872,74,89
66042,75,32
65792,70,90
65776,68,75
65527,66,76
66992,70,32
67070,68,90
66896,67,66
66938,66,89
67016,72,70
67033,71,68
67248,32,80
67801,70,32
67696,88,74
67583,70,85
67465,72,74
67463,68,82
67350,189,67
65840,76,89
65728,90,66
65783,72,74
65752,69,68
67056,70,32
67953,80,85
66712,32,74
66640,84,75
66802,66,70
66817,89,89
66840,70,70
67840,68,32
68184,80,109
68364,16,109
68024,16,109
68255,32,32
68176,191,16
65761,66,48
67344,66,39
68361,72,32
68072,84,81
68128,71,83
68064,86,89
68015,66,89
66351,32,84
66383,81,74
66392,74,68
68680,82,37
68776,67,37
74169,81,16
73870,66,50
74416,67,88
74522,67,70
74457,74,72
74552,72,68
74633,16,189
74352,32,8
74001,68,187
73503,32,76
70272,68,90
70248,74,72
70322,82,69
70337,66,70
70490,89,80
70442,68,16
70623,74,50
71039,89,32
71039,66,16
70882,88,54
72088,32,74
69924,39,89
70147,39,77
70288,39,75
70506,39,66
70665,39,68
70840,39,70
71022,39,72
71175,39,71
72524,39,16
72764,39,57
73570,39,32
74410,39,88
74769,39,70
75232,39,72
75446,39,68
75765,39,189
76125,39,76
77540,39,90
77730,39,72
78026,39,69
78233,39,70
78480,39,16
78583,39,80
82293,39,13
83253,39,88
83653,39,70
83353,39,72
83031,189,68
82616,37,189
83854,37,76
84127,37,90
84375,37,72
84733,37,69
84465,37,70
84256,8,16
83424,8,80
84132,8,16
84152,8,17
83216,37,8
85839,189,72
86097,189,68
86993,189,189
88553,189,76
90280,189,90
89048,46,72
89375,46,69
89071,46,70
88480,39,16
88161,37,80
