timedelta,down,up
7328,20,67
6784,17,66
5963,37,32
5536,48,219
5738,57,83
5884,16,89
5502,32,79
5750,84,90
5794,186,80
5086,66,66
7685,72,32
7707,70,83
7651,71,75
7823,20,74
8562,32,82
8731,68,73
9035,32,32
8866,68,81
8033,78,84
8011,67,73
8337,67,67
8225,69,83
8146,82,68
8202,67,32
8168,66,81
8393,32,74
8337,219,89
8349,83,77
8247,89,75
8124,79,70
7864,90,89
7909,80,74
7966,66,66
5333,32,87
5704,83,70
5743,75,20
5547,74,89
6773,82,32
6706,73,83
6267,32,72
6289,81,69
6482,84,8
6998,73,84
6672,67,78
6762,83,71
6964,68,77
6897,32,75
6897,81,69
6525,74,82
6751,89,67
6818,77,32
6897,75,72
7257,70,74
7336,89,67
7302,74,67
7404,66,84
7528,87,65
7471,70,74
7348,89,72
7297,20,71
9248,32,32
9237,83,189
9215,72,32
9395,69,83
9519,8,76
9091,84,74
9080,78,85
9013,71,32
8934,77,49
10137,75,56
10238,69,55
10542,82,49
10790,67,32
10615,32,74
10487,72,71
10441,74,32
11274,67,57
11230,67,53
11757,84,55
12128,65,49
12455,74,32
12578,72,67
12550,71,20
8911,32,13
9215,189,13
9799,32,190
10419,83,89
10013,76,84
10171,74,75
10238,85,88
10711,32,32
10925,49,81
9800,56,83
9845,55,89
9777,49,68
9372,32,70
9451,74,72
9474,71,71
9451,32,74
8572,57,89
8674,53,75
7977,55,74
7392,49,71
7775,32,32
7853,67,82
7768,20,70
7539,13,82
7425,13,32
6749,190,16
5806,89,188
6110,84,8
6155,75,32
6087,88,190
5795,32,8
5738,81,90
5673,83,66
5413,89,86
5412,68,84
5435,70,76
5480,72,70
5446,71,82
5198,74,70
5146,89,20
5716,75,32
5672,74,68
5817,71,32
4793,32,78
4636,82,90
4703,70,89
5851,82,66
5705,32,72
5659,188,71
5692,16,32
5626,8,75
5345,32,83
5548,190,188
5547,8,32
5480,90,16
5345,66,222
6964,86,84
6718,84,76
7043,76,74
6885,70,68
7021,82,32
7303,70,68
10490,20,32
10070,32,84
10205,68,66
10048,32,89
10081,78,84
10193,90,186
10306,89,70
9203,66,72
9462,72,78
9574,71,74
9485,32,32
9608,75,192
9856,83,74
9935,188,68
9687,32,67
9879,222,32
8944,16,70
8393,84,89
8427,76,32
10699,74,81
10801,68,66
10970,32,79
10767,68,90
7606,32,76
7674,84,90
7629,66,75
7764,89,85
8202,84,32
8067,186,74
7888,70,89
8169,72,77
7999,78,75
7943,74,70
8032,32,78
7927,192,67
7798,74,66
7404,68,72
7415,67,71
7246,32,32
7168,70,16
7133,89,188
8134,32,67
5559,81,67
5975,66,66
5930,79,87
6065,90,72
6845,76,8
6672,90,8
6582,75,8
6537,85,8
7606,32,32
7820,74,66
8091,89,87
9215,77,72
9698,75,70
9689,70,20
9553,78,89
9902,67,16
9699,66,222
10228,72,32
10508,71,69
10373,32,82
10689,188,78
10991,16,222
10317,67,69
11127,67,78
11521,66,70
11375,87,78
11037,72,67
10272,8,32
10283,8,189
10306,8,32
10519,8,69
9664,66,78
9417,87,74
9597,32,188
8202,72,70
7651,70,72
7629,89,32
7654,20,190
7460,222,69
7649,16,89
7336,32,89
6965,69,84
7089,82,75
6830,78,68
6537,222,70
6436,69,78
5592,78,67
4872,70,76
4985,78,84
4996,67,72
4850,32,71
5379,189,32
5738,32,70
5548,69,80
5086,78,32
5130,74,69
5311,188,76
5367,70,74
5412,72,85
6076,32,32
6166,190,49
6391,69,53
6346,89,55
6919,89,49
7595,84,32
7944,75,68
7977,68,32
7865,70,70
7888,78,32
7831,67,16
7584,76,188
7933,84,66
7864,72,67
8450,71,66
7910,32,71
7583,70,74
7494,80,68
7145,32,66
7065,69,186
7741,76,32
7718,74,90
7763,85,66
7066,32,86
7167,49,84
6897,53,76
6897,55,70
6256,49,82
5749,32,70
5182,68,20
5772,32,32
5715,70,190
6042,32,69
5952,188,82
6052,16,67
5997,66,68
6222,67,84
5682,66,75
6368,71,8
6358,74,8
6380,68,8
6481,66,84
6537,186,75
6154,32,8
6380,90,84
6323,66,76
6351,86,74
6098,84,72
6143,76,74
6009,70,82
5947,82,20
5964,70,32
5922,20,68
5592,32,32
6921,190,86
6852,69,74
6853,82,78
6740,67,70
6614,68,76
6672,84,66
6943,75,76
6357,8,8
6571,8,186
6593,8,89
7336,84,8
7403,75,8
6876,8,8
7392,84,66
7764,76,75
7741,74,89
7876,72,70
7785,74,82
8596,82,32
8597,20,78
8878,32,90
9035,68,89
9012,32,66
7663,86,72
7323,74,71
7370,78,32
7359,70,75
7234,76,83
7280,66,188
7313,76,32
7235,8,89
7493,186,84
7605,89,72
6830,8,85
7100,8,84
7055,8,75
6358,66,75
6222,75,70
6036,89,20
6098,70,32
6076,82,77
5188,32,75
5435,78,222
5479,90,66
5333,89,72
5254,66,188
5255,72,70
5474,71,20
5356,32,85
5514,75,32
5513,83,65
6290,188,74
5919,32,78
5885,89,67
5536,84,66
5288,72,72
5075,85,82
4708,84,20
4894,75,32
4838,75,69
4703,70,76
4774,20,74
4680,32,85
6211,77,32
6334,75,56
6189,222,52
6841,66,55
7358,72,49
8101,188,32
8236,70,68
7993,85,20
8306,20,13
8787,32,13
9237,65,190
8978,74,39
9935,78,54
10362,67,51
11768,66,55
12309,72,49
12781,82,189
14437,20,52
14367,32,52
15615,69,54
15931,76,49
16122,74,37
16404,85,16
14828,32,48
15323,56,39
16482,52,37
15729,55,16
15223,49,57
15099,32,32
15031,68,70
15159,20,89
14975,13,84
14535,13,72
14569,190,85
14063,39,84
13209,54,75
12848,51,75
11487,55,70
10885,49,20
10879,189,32
9316,52,70
9586,52,89
8428,54,84
8056,49,77
7775,37,78
7786,48,222
7565,16,20
8034,39,32
6909,37,70
6447,57,72
6581,16,192
6413,32,68
6639,70,70
6594,89,72
6661,84,85
6639,72,32
6110,85,66
5772,84,32
5784,75,70
5739,75,82
5626,70,66
5449,20,89
5390,32,186
5446,70,74
5142,89,76
5041,84,69
5131,77,219
6211,78,32
5900,222,74
6024,20,85
5322,32,74
5277,70,82
5492,72,67
5200,192,80
5469,68,69
5209,70,87
5694,72,89
5615,85,70
5525,32,72
5569,66,65
6312,32,32
6301,70,82
6425,82,84
6369,66,89
6481,89,68
6285,186,20
6459,74,13
8461,76,13
9520,69,190
10329,219,82
9158,32,66
9125,74,89
9575,85,186
9912,74,74
9859,82,76
9721,67,69
9857,80,219
10519,69,32
10396,87,66
10026,89,32
10059,70,72
10059,72,74
10711,65,8
10913,32,75
10970,82,78
11014,84,71
11397,89,77
11431,68,75
11558,20,69
11362,13,82
9586,13,67
8866,190,32
7887,82,81
7920,66,66
7955,89,82
7606,186,67
7313,74,80
7617,76,69
7595,69,87
7786,219,89
6537,32,70
6548,66,72
6616,32,65
7628,72,32
7685,74,189
7145,8,32
6437,75,16
6222,78,48
7067,71,84
6664,77,186
6942,75,32
6807,69,86
6919,82,70
6807,67,78
6459,32,32
6403,81,16
6323,66,188
7010,82,53
7189,67,57
7809,80,55
8405,69,49
8923,87,32
8641,89,90
8878,70,75
9338,72,84
9192,65,72
8145,32,71
8078,189,70
8010,32,32
7875,48,55
7638,16,49
7651,84,32
7595,186,189
7156,32,32
7740,86,186
8214,70,66
8079,78,72
8022,32,70
8152,188,20
7976,16,71
7730,53,32
7432,57,16
6627,55,188
6537,49,48
6200,32,49
7586,90,55
8158,75,49
8326,84,32
8708,72,90
9069,71,72
9180,70,188
9068,32,90
9080,55,78
9147,49,82
8653,32,74
9023,189,32
9462,32,49
8911,186,49
8720,66,32
10160,72,16
10115,70,186
10846,71,17
11782,20,78
12489,32,73
12477,188,65
14951,16,82
14570,48,71
14897,49,69
13693,55,76
12882,49,76
12432,32,65
11965,90,20
11859,72,32
12061,188,76
12669,90,69
13051,78,73
12961,82,82
13264,74,66
13243,32,65
12909,49,20
12792,49,71
12871,32,32
11950,186,69
12162,16,72
11486,17,80
11893,78,79
12658,73,84
12905,65,83
10756,82,73
10542,71,82
10610,69,72
10474,76,8
10654,76,71
11274,65,67
11236,20,20
11735,32,8
11611,76,8
11195,69,8
10858,73,8
10813,82,8
11557,66,83
11194,65,8
12331,71,65
12671,20,73
12342,32,82
12376,69,72
12266,72,67
11965,80,20
11139,79,17
11284,84,32
11960,83,190
11870,73,72
11937,82,65
12083,72,16
11971,8,57
12432,71,32
11758,67,66
12188,20,72
11701,8,85
11724,8,84
11509,8,75
11510,8,75
11589,8,70
10377,83,20
11307,8,32
10756,65,66
10216,73,75
10205,82,66
10069,72,32
10321,20,89
10398,67,84
10496,17,72
8911,32,85
8067,190,84
8202,72,75
8124,65,75
8169,57,70
7801,16,20
7764,32,32
7426,66,77
7055,72,75
8439,85,222
9417,84,66
9350,75,72
9890,75,188
9732,70,70
9751,20,20
8956,32,85
8619,66,32
8720,75,65
9102,66,74
8766,32,78
8359,89,67
8652,84,66
8224,72,72
8179,85,82
8004,84,20
